symbol,internal_pair,wsname,base_asset,quote_asset,asset_class,spot_trade_ready,margin_trade_ready,snapshot_status,bid,ask,mid_price,spread,spread_pct,ordermin,costmin,lot_decimals,pair_decimals,lot_step,tick_size,entry_maker_fee_pct,entry_taker_fee_pct,lowest_maker_fee_pct,lowest_taker_fee_pct,margin_supported,leverage_buy,leverage_sell,max_leverage,min_notional_estimate,min_margin_required_estimate,blockers,spot_buy_call,spot_sell_call,limit_buy_call,take_profit_call,margin_long_call,margin_short_call,margin_close_call
EUROPUSDC,EUROPUSDC,EUROP/USDC,EUROP,USDC,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,4.0,0.5,5,4,1e-05,0.0001,0.2,0.2,0.0,0.001,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""EUROPUSDC"", ""buy"", quantity=base_qty)","client.place_market_order(""EUROPUSDC"", ""sell"", quantity=base_qty)","client.place_limit_order(""EUROPUSDC"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""EUROPUSDC"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
EURQEUR,EURQEUR,EURQ/EUR,EURQ,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,4.0,0.45,5,4,1e-05,0.0001,0.2,0.2,0.0,0.001,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""EURQEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""EURQEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""EURQEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""EURQEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
EURQUSD,EURQUSD,EURQ/USD,EURQ,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,4.0,0.5,5,4,1e-05,0.0001,0.2,0.2,0.0,0.001,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""EURQUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""EURQUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""EURQUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""EURQUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
EURREUR,EURREUR,EURR/EUR,EURR,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,4.0,0.45,5,4,1e-05,0.0001,0.2,0.2,0.0,0.001,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""EURREUR"", ""buy"", quantity=base_qty)","client.place_market_order(""EURREUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""EURREUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""EURREUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
EURRUSD,EURRUSD,EURR/USD,EURR,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,4.0,0.5,5,4,1e-05,0.0001,0.2,0.2,0.0,0.001,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""EURRUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""EURRUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""EURRUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""EURRUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
EURRUSDC,EURRUSDC,EURR/USDC,EURR,USDC,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,4.0,0.5,5,4,1e-05,0.0001,0.2,0.2,0.0,0.001,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""EURRUSDC"", ""buy"", quantity=base_qty)","client.place_market_order(""EURRUSDC"", ""sell"", quantity=base_qty)","client.place_limit_order(""EURRUSDC"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""EURRUSDC"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
EURRUSDT,EURRUSDT,EURR/USDT,EURR,USDT,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,4.0,0.5,5,4,1e-05,0.0001,0.2,0.2,0.0,0.001,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""EURRUSDT"", ""buy"", quantity=base_qty)","client.place_market_order(""EURRUSDT"", ""sell"", quantity=base_qty)","client.place_limit_order(""EURRUSDT"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""EURRUSDT"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
EVAAUSD,EVAAUSD,EVAA/USD,EVAA,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,8.0,0.5,5,4,1e-05,0.0001,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""EVAAUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""EVAAUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""EVAAUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""EVAAUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
EVEUR,EVEUR,EV/EUR,EV,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,3400.0,0.45,5,7,1e-05,1e-07,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""EVEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""EVEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""EVEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""EVEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
EVUSD,EVUSD,EV/USD,EV,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,3400.0,0.5,5,7,1e-05,1e-07,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""EVUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""EVUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""EVUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""EVUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
EWTEUR,EWTEUR,EWT/EUR,EWT,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,10.0,0.45,8,3,1e-08,0.001,0.25,0.4,0.0,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""EWTEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""EWTEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""EWTEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""EWTEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
EWTUSD,EWTUSD,EWT/USD,EWT,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,10.0,0.5,8,3,1e-08,0.001,0.25,0.4,0.0,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""EWTUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""EWTUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""EWTUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""EWTUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
FARMEUR,FARMEUR,FARM/EUR,FARM,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,0.4,0.45,8,2,1e-08,0.01,0.25,0.4,0.0,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""FARMEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""FARMEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""FARMEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""FARMEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
FARMUSD,FARMUSD,FARM/USD,FARM,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,0.4,0.5,8,2,1e-08,0.01,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""FARMUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""FARMUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""FARMUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""FARMUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
FARTCOINEUR,FARTCOINEUR,FARTCOIN/EUR,FARTCOIN,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,20.0,0.45,5,4,1e-05,0.0001,0.25,0.4,0.0,0.05,True,2;3,2;3,3,0.45,0.15,ticker_not_sampled_budget,"client.place_market_order(""FARTCOINEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""FARTCOINEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""FARTCOINEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""FARTCOINEUR"", close_side, quantity=base_qty, take_profit_price=target_price)","client.place_margin_order(""FARTCOINEUR"", ""buy"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.place_margin_order(""FARTCOINEUR"", ""sell"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.close_margin_position(""FARTCOINEUR"", close_side, volume=base_qty)"
FARTCOINUSD,FARTCOINUSD,FARTCOIN/USD,FARTCOIN,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,20.0,0.5,5,4,1e-05,0.0001,0.25,0.4,0.0,0.05,True,2;3;4;5,2;3;4;5,5,0.5,0.1,ticker_not_sampled_budget,"client.place_market_order(""FARTCOINUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""FARTCOINUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""FARTCOINUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""FARTCOINUSD"", close_side, quantity=base_qty, take_profit_price=target_price)","client.place_margin_order(""FARTCOINUSD"", ""buy"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.place_margin_order(""FARTCOINUSD"", ""sell"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.close_margin_position(""FARTCOINUSD"", close_side, volume=base_qty)"
FARTCOINUSDC,FARTCOINUSDC,FARTCOIN/USDC,FARTCOIN,USDC,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,20.0,0.5,5,4,1e-05,0.0001,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""FARTCOINUSDC"", ""buy"", quantity=base_qty)","client.place_market_order(""FARTCOINUSDC"", ""sell"", quantity=base_qty)","client.place_limit_order(""FARTCOINUSDC"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""FARTCOINUSDC"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
FARTCOINUSDT,FARTCOINUSDT,FARTCOIN/USDT,FARTCOIN,USDT,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,20.0,0.5,5,4,1e-05,0.0001,0.25,0.4,0.0,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""FARTCOINUSDT"", ""buy"", quantity=base_qty)","client.place_market_order(""FARTCOINUSDT"", ""sell"", quantity=base_qty)","client.place_limit_order(""FARTCOINUSDT"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""FARTCOINUSDT"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
FETEUR,FETEUR,FET/EUR,FET,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,22.0,0.45,8,4,1e-08,0.0001,0.25,0.4,0.0,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""FETEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""FETEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""FETEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""FETEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
FETUSD,FETUSD,FET/USD,FET,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,22.0,0.5,8,4,1e-08,0.0001,0.25,0.4,0.0,0.05,True,2;3,2;3,3,0.5,0.16666666666666666,ticker_not_sampled_budget,"client.place_market_order(""FETUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""FETUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""FETUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""FETUSD"", close_side, quantity=base_qty, take_profit_price=target_price)","client.place_margin_order(""FETUSD"", ""buy"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.place_margin_order(""FETUSD"", ""sell"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.close_margin_position(""FETUSD"", close_side, volume=base_qty)"
FFEUR,FFEUR,FF/EUR,FF,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,81.0,0.45,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""FFEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""FFEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""FFEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""FFEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
FFUSD,FFUSD,FF/USD,FF,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,81.0,0.5,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""FFUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""FFUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""FFUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""FFUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
FHEEUR,FHEEUR,FHE/EUR,FHE,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,130.0,0.45,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""FHEEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""FHEEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""FHEEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""FHEEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
FHEUSD,FHEUSD,FHE/USD,FHE,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,130.0,0.5,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""FHEUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""FHEUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""FHEUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""FHEUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
FIDAEUR,FIDAEUR,FIDA/EUR,FIDA,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,280.0,0.45,8,5,1e-08,1e-05,0.25,0.4,0.0,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""FIDAEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""FIDAEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""FIDAEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""FIDAEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
FIDAUSD,FIDAUSD,FIDA/USD,FIDA,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,280.0,0.5,8,5,1e-08,1e-05,0.25,0.4,0.0,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""FIDAUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""FIDAUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""FIDAUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""FIDAUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
FIDDUSD,FIDDUSD,FIDD/USD,FIDD,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,5.0,0.5,5,4,1e-05,0.0001,0.2,0.2,0.0,0.001,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""FIDDUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""FIDDUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""FIDDUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""FIDDUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
FIDDUSDC,FIDDUSDC,FIDD/USDC,FIDD,USDC,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,5.0,0.5,5,4,1e-05,0.0001,0.2,0.2,0.0,0.001,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""FIDDUSDC"", ""buy"", quantity=base_qty)","client.place_market_order(""FIDDUSDC"", ""sell"", quantity=base_qty)","client.place_limit_order(""FIDDUSDC"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""FIDDUSDC"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
FIDDUSDT,FIDDUSDT,FIDD/USDT,FIDD,USDT,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,5.0,0.5,5,4,1e-05,0.0001,0.2,0.2,0.0,0.001,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""FIDDUSDT"", ""buy"", quantity=base_qty)","client.place_market_order(""FIDDUSDT"", ""sell"", quantity=base_qty)","client.place_limit_order(""FIDDUSDT"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""FIDDUSDT"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
FIGHTEUR,FIGHTEUR,FIGHT/EUR,FIGHT,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,1100.0,0.45,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""FIGHTEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""FIGHTEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""FIGHTEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""FIGHTEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
FIGHTUSD,FIGHTUSD,FIGHT/USD,FIGHT,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,1100.0,0.5,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""FIGHTUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""FIGHTUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""FIGHTUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""FIGHTUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
FILETH,FILETH,FIL/ETH,FIL,ETH,crypto_cross_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,5.0,0.0002,8,7,1e-08,1e-07,0.25,0.4,0.0,0.05,False,,,1,0.0002,0.0,ticker_not_sampled_budget,"client.place_market_order(""FILETH"", ""buy"", quantity=base_qty)","client.place_market_order(""FILETH"", ""sell"", quantity=base_qty)","client.place_limit_order(""FILETH"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""FILETH"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
FILEUR,FILEUR,FIL/EUR,FIL,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,5.0,0.45,8,3,1e-08,0.001,0.25,0.4,0.0,0.05,True,2,2,2,0.45,0.225,ticker_not_sampled_budget,"client.place_market_order(""FILEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""FILEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""FILEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""FILEUR"", close_side, quantity=base_qty, take_profit_price=target_price)","client.place_margin_order(""FILEUR"", ""buy"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.place_margin_order(""FILEUR"", ""sell"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.close_margin_position(""FILEUR"", close_side, volume=base_qty)"
FILGBP,FILGBP,FIL/GBP,FIL,GBP,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,5.0,0.43,8,3,1e-08,0.001,0.23,0.4,-0.02,0.05,False,,,1,0.43,0.0,ticker_not_sampled_budget,"client.place_market_order(""FILGBP"", ""buy"", quantity=base_qty)","client.place_market_order(""FILGBP"", ""sell"", quantity=base_qty)","client.place_limit_order(""FILGBP"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""FILGBP"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
