symbol,internal_pair,wsname,base_asset,quote_asset,asset_class,spot_trade_ready,margin_trade_ready,snapshot_status,bid,ask,mid_price,spread,spread_pct,ordermin,costmin,lot_decimals,pair_decimals,lot_step,tick_size,entry_maker_fee_pct,entry_taker_fee_pct,lowest_maker_fee_pct,lowest_taker_fee_pct,margin_supported,leverage_buy,leverage_sell,max_leverage,min_notional_estimate,min_margin_required_estimate,blockers,spot_buy_call,spot_sell_call,limit_buy_call,take_profit_call,margin_long_call,margin_short_call,margin_close_call
VINEEUR,VINEEUR,VINE/EUR,VINE,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,300.0,0.45,5,5,1e-05,1e-05,0.25,0.4,0.0,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""VINEEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""VINEEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""VINEEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""VINEEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
VINEUSD,VINEUSD,VINE/USD,VINE,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,300.0,0.5,5,5,1e-05,1e-05,0.25,0.4,0.0,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""VINEUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""VINEUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""VINEUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""VINEUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
VIRTUALEUR,VIRTUALEUR,VIRTUAL/EUR,VIRTUAL,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,7.0,0.45,5,4,1e-05,0.0001,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""VIRTUALEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""VIRTUALEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""VIRTUALEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""VIRTUALEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
VIRTUALUSD,VIRTUALUSD,VIRTUAL/USD,VIRTUAL,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,7.0,0.5,5,4,1e-05,0.0001,0.25,0.4,0.0,0.05,True,2;3,2;3,3,0.5,0.16666666666666666,ticker_not_sampled_budget,"client.place_market_order(""VIRTUALUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""VIRTUALUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""VIRTUALUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""VIRTUALUSD"", close_side, quantity=base_qty, take_profit_price=target_price)","client.place_margin_order(""VIRTUALUSD"", ""buy"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.place_margin_order(""VIRTUALUSD"", ""sell"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.close_margin_position(""VIRTUALUSD"", close_side, volume=base_qty)"
VIRTUALUSDC,VIRTUALUSDC,VIRTUAL/USDC,VIRTUAL,USDC,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,7.0,0.5,5,4,1e-05,0.0001,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""VIRTUALUSDC"", ""buy"", quantity=base_qty)","client.place_market_order(""VIRTUALUSDC"", ""sell"", quantity=base_qty)","client.place_limit_order(""VIRTUALUSDC"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""VIRTUALUSDC"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
VIRTUALUSDT,VIRTUALUSDT,VIRTUAL/USDT,VIRTUAL,USDT,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,7.0,0.5,5,4,1e-05,0.0001,0.25,0.4,0.0,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""VIRTUALUSDT"", ""buy"", quantity=base_qty)","client.place_market_order(""VIRTUALUSDT"", ""sell"", quantity=base_qty)","client.place_limit_order(""VIRTUALUSDT"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""VIRTUALUSDT"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
VOOIUSD,VOOIUSD,VOOI/USD,VOOI,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,810.0,0.5,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""VOOIUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""VOOIUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""VOOIUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""VOOIUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
VSNEUR,VSNEUR,VSN/EUR,VSN,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,95.0,0.45,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""VSNEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""VSNEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""VSNEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""VSNEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
VSNUSD,VSNUSD,VSN/USD,VSN,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,95.0,0.5,5,5,1e-05,1e-05,0.25,0.4,0.0,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""VSNUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""VSNUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""VSNUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""VSNUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
VTHOEUR,VTHOEUR,VTHO/EUR,VTHO,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,8500.0,0.45,5,7,1e-05,1e-07,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""VTHOEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""VTHOEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""VTHOEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""VTHOEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
VTHOUSD,VTHOUSD,VTHO/USD,VTHO,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,8500.0,0.5,5,7,1e-05,1e-07,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""VTHOUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""VTHOUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""VTHOUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""VTHOUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
VULTEUR,VULTEUR,VULT/EUR,VULT,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,27.0,0.45,5,4,1e-05,0.0001,0.25,0.4,0.0,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""VULTEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""VULTEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""VULTEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""VULTEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
VULTUSD,VULTUSD,VULT/USD,VULT,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,27.0,0.5,5,4,1e-05,0.0001,0.25,0.4,0.0,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""VULTUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""VULTUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""VULTUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""VULTUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
VVVEUR,VVVEUR,VVV/EUR,VVV,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,0.5,0.45,5,3,1e-05,0.001,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""VVVEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""VVVEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""VVVEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""VVVEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
VVVUSD,VVVUSD,VVV/USD,VVV,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,0.5,0.5,5,3,1e-05,0.001,0.25,0.4,0.0,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""VVVUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""VVVUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""VVVUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""VVVUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
WALEUR,WALEUR,WAL/EUR,WAL,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,65.0,0.45,5,5,1e-05,1e-05,0.25,0.4,0.0,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""WALEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""WALEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""WALEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""WALEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
WALUSD,WALUSD,WAL/USD,WAL,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,65.0,0.5,5,5,1e-05,1e-05,0.25,0.4,0.0,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""WALUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""WALUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""WALUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""WALUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
WARDEUR,WARDEUR,WARD/EUR,WARD,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,2100.0,0.45,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""WARDEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""WARDEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""WARDEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""WARDEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
WARDUSD,WARDUSD,WARD/USD,WARD,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,2100.0,0.5,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""WARDUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""WARDUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""WARDUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""WARDUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
WARUSD,WARUSD,WAR/USD,WAR,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,1900.0,0.5,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""WARUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""WARUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""WARUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""WARUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
WAXLEUR,WAXLEUR,WAXL/EUR,WAXL,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,66.0,0.45,5,4,1e-05,0.0001,0.25,0.4,0.0,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""WAXLEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""WAXLEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""WAXLEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""WAXLEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
WAXLUSD,WAXLUSD,WAXL/USD,WAXL,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,66.0,0.5,5,4,1e-05,0.0001,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""WAXLUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""WAXLUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""WAXLUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""WAXLUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
WBTCEUR,WBTCEUR,WBTC/EUR,WBTC,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,6e-05,0.45,8,1,1e-08,0.1,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""WBTCEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""WBTCEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""WBTCEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""WBTCEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
WBTCUSD,WBTCUSD,WBTC/USD,WBTC,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,6e-05,0.5,8,1,1e-08,0.1,0.25,0.4,0.0,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""WBTCUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""WBTCUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""WBTCUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""WBTCUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
WBTCXBT,WBTCXBT,WBTC/XBT,WBTC,BTC,crypto_cross_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,6e-05,2e-05,8,5,1e-08,1e-05,0.2,0.2,0.0,0.001,False,,,1,2e-05,0.0,ticker_not_sampled_budget,"client.place_market_order(""WBTCXBT"", ""buy"", quantity=base_qty)","client.place_market_order(""WBTCXBT"", ""sell"", quantity=base_qty)","client.place_limit_order(""WBTCXBT"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""WBTCXBT"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
WBTEUR,WBTEUR,WBT/EUR,WBT,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,0.09,0.45,8,2,1e-08,0.01,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""WBTEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""WBTEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""WBTEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""WBTEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
WBTUSD,WBTUSD,WBT/USD,WBT,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,0.09,0.5,8,2,1e-08,0.01,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""WBTUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""WBTUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""WBTUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""WBTUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
WCTEUR,WCTEUR,WCT/EUR,WCT,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,80.0,0.45,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""WCTEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""WCTEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""WCTEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""WCTEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
WCTUSD,WCTUSD,WCT/USD,WCT,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,80.0,0.5,5,5,1e-05,1e-05,0.25,0.4,0.0,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""WCTUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""WCTUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""WCTUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""WCTUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
WELLEUR,WELLEUR,WELL/EUR,WELL,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,1200.0,0.45,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""WELLEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""WELLEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""WELLEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""WELLEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
WELLUSD,WELLUSD,WELL/USD,WELL,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,1200.0,0.5,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""WELLUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""WELLUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""WELLUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""WELLUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
WENEUR,WENEUR,WEN/EUR,WEN,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,780000.0,0.45,8,8,1e-08,1e-08,0.25,0.4,0.0,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""WENEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""WENEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""WENEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""WENEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
WENUSD,WENUSD,WEN/USD,WEN,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,780000.0,0.5,8,8,1e-08,1e-08,0.25,0.4,0.0,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""WENUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""WENUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""WENUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""WENUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
WEUR,WEUR,W/EUR,W,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,350.0,0.45,5,5,1e-05,1e-05,0.25,0.4,0.0,0.05,True,2;3,,3,0.45,0.15,ticker_not_sampled_budget,"client.place_market_order(""WEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""WEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""WEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""WEUR"", close_side, quantity=base_qty, take_profit_price=target_price)","client.place_margin_order(""WEUR"", ""buy"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.place_margin_order(""WEUR"", ""sell"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.close_margin_position(""WEUR"", close_side, volume=base_qty)"
WFBEUR,WFBEUR,WFB/EUR,WFB,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,11.0,0.45,5,4,1e-05,0.0001,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""WFBEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""WFBEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""WFBEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""WFBEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
WFBUSD,WFBUSD,WFB/USD,WFB,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,11.0,0.5,5,4,1e-05,0.0001,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""WFBUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""WFBUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""WFBUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""WFBUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
WIFEUR,WIFEUR,WIF/EUR,WIF,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,22.0,0.45,5,4,1e-05,0.0001,0.25,0.4,0.0,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""WIFEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""WIFEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""WIFEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""WIFEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
WIFGBP,WIFGBP,WIF/GBP,WIF,GBP,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,22.0,0.43,5,4,1e-05,0.0001,0.25,0.4,0.0,0.05,False,,,1,0.43,0.0,ticker_not_sampled_budget,"client.place_market_order(""WIFGBP"", ""buy"", quantity=base_qty)","client.place_market_order(""WIFGBP"", ""sell"", quantity=base_qty)","client.place_limit_order(""WIFGBP"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""WIFGBP"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
WIFUSD,WIFUSD,WIF/USD,WIF,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,22.0,0.5,5,4,1e-05,0.0001,0.25,0.4,0.0,0.05,True,2;3,2;3,3,0.5,0.16666666666666666,ticker_not_sampled_budget,"client.place_market_order(""WIFUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""WIFUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""WIFUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""WIFUSD"", close_side, quantity=base_qty, take_profit_price=target_price)","client.place_margin_order(""WIFUSD"", ""buy"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.place_margin_order(""WIFUSD"", ""sell"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.close_margin_position(""WIFUSD"", close_side, volume=base_qty)"
WINEUR,WINEUR,WIN/EUR,WIN,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,230000.0,0.45,5,8,1e-05,1e-08,0.25,0.4,0.0,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""WINEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""WINEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""WINEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""WINEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
WINGSUSD,WINGSUSD,WINGS/USD,WINGS,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,800.0,0.5,5,6,1e-05,1e-06,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""WINGSUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""WINGSUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""WINGSUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""WINGSUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
WINUSD,WINUSD,WIN/USD,WIN,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,230000.0,0.5,5,8,1e-05,1e-08,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""WINUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""WINUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""WINUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""WINUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
